pos/img(1).jpg 1 22 13 120 161
pos/img(10).jpg 1 7 9 98 106
pos/img(100).jpg 1 32 14 132 162
pos/img(11).jpg 1 13 10 62 95
pos/img(12).jpg 1 18 5 73 109
pos/img(13).jpg 1 65 22 127 190
pos/img(14).jpg 1 38 45 184 256
pos/img(15).jpg 1 30 6 142 164
pos/img(16).jpg 1 26 32 155 161
pos/img(17).jpg 1 23 12 109 121
pos/img(18).jpg 1 10 17 101 126
pos/img(19).jpg 1 12 11 82 91
pos/img(2).jpg 1 48 33 232 326
pos/img(20).jpg 1 27 25 74 99
pos/img(21).jpg 1 27 16 102 136
pos/img(22).jpg 1 22 16 136 182
pos/img(23).jpg 1 52 25 217 279
pos/img(24).jpg 1 17 15 83 99
pos/img(25).jpg 1 15 6 117 147
pos/img(26).jpg 1 13 7 112 168
pos/img(27).jpg 1 2 26 94 124
pos/img(28).jpg 1 14 16 150 196
pos/img(29).jpg 1 21 4 216 299
pos/img(3).jpg 1 7 11 86 112
pos/img(30).jpg 1 14 7 140 167
pos/img(31).jpg 1 16 10 85 106
pos/img(32).jpg 1 27 11 110 133
pos/img(33).jpg 1 27 5 268 443
pos/img(34).jpg 1 17 3 162 214
pos/img(35).jpg 1 6 4 181 213
pos/img(36).jpg 1 16 8 72 97
pos/img(37).jpg 1 87 12 201 285
pos/img(38).jpg 1 11 6 87 120
pos/img(39).jpg 1 19 10 92 115
pos/img(4).jpg 1 34 27 277 319
pos/img(40).jpg 1 14 11 92 108
pos/img(41).jpg 1 7 10 69 89
pos/img(42).jpg 1 16 6 138 151
pos/img(43).jpg 1 7 7 186 205
pos/img(44).jpg 1 16 11 115 156
pos/img(45).jpg 1 23 23 82 98
pos/img(46).jpg 1 42 29 243 348
pos/img(47).jpg 1 4 7 86 114
pos/img(48).jpg 1 5 16 66 87
pos/img(49).jpg 1 19 2 221 304
pos/img(5).jpg 1 39 11 206 283
pos/img(50).jpg 1 22 15 144 194
pos/img(51).jpg 1 43 9 445 585
pos/img(52).jpg 1 29 12 116 149
pos/img(53).jpg 1 7 12 72 109
pos/img(54).jpg 1 17 6 133 169
pos/img(55).jpg 1 11 3 72 91
pos/img(56).jpg 1 24 8 205 246
pos/img(57).jpg 1 29 18 223 347
pos/img(58).jpg 1 71 37 213 298
pos/img(59).jpg 1 31 17 121 150
pos/img(6).jpg 1 44 8 97 142
pos/img(60).jpg 1 13 7 87 94
pos/img(61).jpg 1 7 15 129 161
pos/img(62).jpg 1 34 19 167 212
pos/img(63).jpg 1 1 12 118 166
pos/img(64).jpg 1 34 10 400 522
pos/img(65).jpg 1 15 10 113 150
pos/img(66).jpg 1 11 6 126 135
pos/img(67).jpg 1 25 13 87 107
pos/img(68).jpg 1 7 6 84 115
pos/img(69).jpg 1 15 11 77 111
pos/img(7).jpg 1 45 3 176 248
pos/img(70).jpg 1 25 12 150 198
pos/img(71).jpg 1 101 68 256 350
pos/img(72).jpg 1 34 18 156 202
pos/img(73).jpg 1 35 15 245 319
pos/img(74).jpg 1 6 11 80 89
pos/img(75).jpg 1 14 4 158 208
pos/img(76).jpg 1 12 11 146 197
pos/img(77).jpg 1 57 2 225 208
pos/img(78).jpg 1 9 13 132 160
pos/img(79).jpg 1 6 10 153 202
pos/img(8).jpg 1 16 11 145 195
pos/img(80).jpg 1 16 5 77 92
pos/img(81).jpg 1 43 26 183 252
pos/img(82).jpg 1 14 14 130 167
pos/img(83).jpg 1 27 16 155 190
pos/img(84).jpg 1 23 17 93 111
pos/img(85).jpg 1 18 13 67 84
pos/img(86).jpg 1 16 7 211 246
pos/img(87).jpg 1 5 17 110 115
pos/img(88).jpg 1 4 3 102 118
pos/img(89).jpg 1 39 22 100 122
pos/img(9).jpg 1 20 29 220 275
pos/img(90).jpg 1 66 33 171 222
pos/img(91).jpg 1 72 27 364 420
pos/img(92).jpg 1 23 7 192 209
pos/img(93).jpg 1 21 6 142 172
pos/img(94).jpg 1 10 9 150 168
pos/img(95).jpg 1 12 10 131 153
pos/img(96).jpg 1 123 68 344 447
pos/img(97).jpg 1 19 16 89 108
pos/img(98).jpg 1 35 16 101 126
pos/img(99).jpg 1 8 12 69 84
